image_path,true_category,predicted_category,condition,anomaly_score,is_anomaly,category_scores
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7751.png,good,groove,background,0.42290996538500575,True,"{'breakdown': 0.35274515569024395, 'ablation': 0.3838608503314112, 'groove': 0.421613431626286, 'fracture': 0.38568215722487276}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7745.png,good,normal,background,0.390512552216753,False,
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7779.png,good,groove,background,0.5039631654501252,True,"{'breakdown': 0.36879090260803776, 'ablation': 0.4094966647802953, 'groove': 0.42518568486392366, 'fracture': 0.39576232020867885}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8116.png,good,groove,background,0.43148632935575515,True,"{'breakdown': 0.32329764861461957, 'ablation': 0.34721541812613704, 'groove': 0.39519923358885695, 'fracture': 0.3576853631675157}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7741.png,good,groove,background,0.5511563306647008,True,"{'breakdown': 0.4121499441116274, 'ablation': 0.45949990629669163, 'groove': 0.47162726870800553, 'fracture': 0.4405956210925039}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7755.png,good,groove,background,0.4887210874781846,True,"{'breakdown': 0.4057426719024012, 'ablation': 0.44105720205599414, 'groove': 0.48586681321005126, 'fracture': 0.4440629133973642}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7769.png,good,groove,background,0.4979223596712987,True,"{'breakdown': 0.3690453407988774, 'ablation': 0.4050839833380647, 'groove': 0.43444260169638427, 'fracture': 0.40032229166290245}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7782.png,good,groove,background,0.5365921170649631,True,"{'breakdown': 0.4525384293177873, 'ablation': 0.4998163498926573, 'groove': 0.5268400097904127, 'fracture': 0.48807396780469503}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7796.png,good,ablation,background,0.595310344138662,True,"{'breakdown': 0.5130514904286245, 'ablation': 0.5820532676138108, 'groove': 0.5678850032309501, 'fracture': 0.5392762139427802}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7797.png,good,ablation,background,0.7321498515708234,True,"{'breakdown': 0.6562140670707973, 'ablation': 0.7610910178497741, 'groove': 0.6946177308821317, 'fracture': 0.6745810367196963}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7783.png,good,groove,background,0.5103822719942577,True,"{'breakdown': 0.44041152237294295, 'ablation': 0.48577143579018667, 'groove': 0.5139649685301839, 'fracture': 0.4755892574916234}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7768.png,good,groove,background,0.5304814250515002,True,"{'breakdown': 0.3997132676143515, 'ablation': 0.4342751631711628, 'groove': 0.47908174613838495, 'fracture': 0.4376721051693239}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7754.png,good,groove,background,0.457641144931231,True,"{'breakdown': 0.3613841736546626, 'ablation': 0.4004359183133904, 'groove': 0.4182432697260593, 'fracture': 0.38857765438446096}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7740.png,good,groove,background,0.5277697558152689,True,"{'breakdown': 0.42225613882103374, 'ablation': 0.46805067406688383, 'groove': 0.4883778947411504, 'fracture': 0.4538795873045678}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8117.png,good,groove,background,0.4718693558552974,True,"{'breakdown': 0.3721863615701424, 'ablation': 0.4023026700479453, 'groove': 0.4500320859562066, 'fracture': 0.4094169254069557}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8129.png,good,groove,background,0.48868527257038885,True,"{'breakdown': 0.3665556935987902, 'ablation': 0.3858663402781315, 'groove': 0.46298289306506224, 'fracture': 0.41267304986526815}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7756.png,good,groove,background,0.4408495996293129,True,"{'breakdown': 0.3582989881810415, 'ablation': 0.3844393142264985, 'groove': 0.4386852705237294, 'fracture': 0.39674460147537044}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7742.png,good,groove,background,0.4616505103332196,True,"{'breakdown': 0.35175092053914614, 'ablation': 0.38531571034718776, 'groove': 0.415582111101665, 'fracture': 0.38227888124295956}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7795.png,good,groove,background,0.5227791543375638,True,"{'breakdown': 0.45221125809809787, 'ablation': 0.4978786130035674, 'groove': 0.5294685834960554, 'fracture': 0.489160413723208}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7781.png,good,groove,background,0.5094812841444105,True,"{'breakdown': 0.3475968494117506, 'ablation': 0.3891013827767302, 'groove': 0.3947597764101535, 'fracture': 0.3701530318892476}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7780.png,good,groove,background,0.5148332723071668,True,"{'breakdown': 0.34053356132336976, 'ablation': 0.3672820404680041, 'groove': 0.41329866889211136, 'fracture': 0.37533426494320266}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7794.png,good,groove,background,0.5865905815230972,True,"{'breakdown': 0.5426172484120673, 'ablation': 0.595476932014388, 'groove': 0.6390186700483883, 'fracture': 0.5887222761511773}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7743.png,good,groove,background,0.5473402955710177,True,"{'breakdown': 0.38099944484766524, 'ablation': 0.428103826362621, 'groove': 0.4296181509909915, 'fracture': 0.40425186952490816}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7757.png,good,groove,background,0.5360274651843027,True,"{'breakdown': 0.4113819471710937, 'ablation': 0.4561229820576122, 'groove': 0.4755606795408651, 'fracture': 0.4420761235218539}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8128.png,good,groove,background,0.41280767297092297,True,"{'breakdown': 0.31140380498624143, 'ablation': 0.3347744602530328, 'groove': 0.3800248467446365, 'fracture': 0.34422256408808255}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7730.png,good,groove,background,0.5455662704536315,True,"{'breakdown': 0.42207305121104366, 'ablation': 0.4725738256237033, 'groove': 0.479143591409073, 'fracture': 0.44936765739270984}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7731.png,good,groove,background,0.46103528494799506,True,"{'breakdown': 0.3523429763192908, 'ablation': 0.3920250006227776, 'groove': 0.4047111031287399, 'fracture': 0.3773886021846795}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7733.png,good,groove,background,0.40638724162500667,True,"{'breakdown': 0.35289800485373074, 'ablation': 0.37926000234658225, 'groove': 0.4308971023141889, 'fracture': 0.3902019210304716}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7732.png,good,groove,background,0.47609519939269807,True,"{'breakdown': 0.3809193416413125, 'ablation': 0.4173676047124776, 'groove': 0.44985241819320176, 'fracture': 0.4138873347748247}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8149.png,good,normal,background,0.3586579184759697,False,
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7736.png,good,groove,background,0.549922845201917,True,"{'breakdown': 0.4588673825689892, 'ablation': 0.510948806355066, 'groove': 0.5263000762752021, 'fracture': 0.4911178012980476}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7737.png,good,groove,background,0.5245071885602598,True,"{'breakdown': 0.4380070628056741, 'ablation': 0.4785301581077758, 'groove': 0.5199200855219067, 'fracture': 0.47718285627865487}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8148.png,good,groove,background,0.500654291651489,True,"{'breakdown': 0.3627235631643985, 'ablation': 0.3926814892427635, 'groove': 0.43743063634730134, 'fracture': 0.3984530329475259}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7735.png,good,groove,background,0.444339588567642,True,"{'breakdown': 0.37696771067895, 'ablation': 0.4067474713181009, 'groove': 0.45719460788746175, 'fracture': 0.41533709630041216}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7734.png,good,groove,background,0.46550910162698445,True,"{'breakdown': 0.389726115242799, 'ablation': 0.42899855384716806, 'groove': 0.45647004708638467, 'fracture': 0.42164712612451394}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8146.png,good,groove,background,0.46498809474050745,True,"{'breakdown': 0.3211262381845637, 'ablation': 0.35006690790576395, 'groove': 0.3826490462384772, 'fracture': 0.35055018986252234}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7739.png,good,groove,background,0.5152591976997858,True,"{'breakdown': 0.4185703465677294, 'ablation': 0.4569763816429845, 'groove': 0.4974571329032348, 'fracture': 0.4562988095977537}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7738.png,good,groove,background,0.4450189466276634,True,"{'breakdown': 0.39923312245421533, 'ablation': 0.43328244081104467, 'groove': 0.47940555921089223, 'fracture': 0.43757646177262605}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8147.png,good,groove,background,0.5436158819443132,True,"{'breakdown': 0.39436034013904675, 'ablation': 0.43355987305117266, 'groove': 0.46292862826645975, 'fracture': 0.4271538692434617}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8145.png,good,groove,background,0.4777805406885585,True,"{'breakdown': 0.3392376605798964, 'ablation': 0.3600923867335984, 'groove': 0.42278324177006416, 'fracture': 0.37919424288823744}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8144.png,good,groove,background,0.4876666655398666,True,"{'breakdown': 0.3819975068354034, 'ablation': 0.4159145908619821, 'groove': 0.45615489436117274, 'fracture': 0.41746408347816255}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8143.png,good,groove,background,0.4508954208272821,True,"{'breakdown': 0.34726078440364316, 'ablation': 0.3750201869810566, 'groove': 0.42054221017536036, 'fracture': 0.38230842281620353}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7728.png,good,groove,background,0.4809559197466259,True,"{'breakdown': 0.35891357333434154, 'ablation': 0.39867708596009477, 'groove': 0.4135154395340275, 'fracture': 0.38502750934288693}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7729.png,good,groove,background,0.53325934057709,True,"{'breakdown': 0.4653427352084102, 'ablation': 0.5151534228091434, 'groove': 0.5394651444100684, 'fracture': 0.5007925830874641}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8142.png,good,groove,background,0.5934235684191858,True,"{'breakdown': 0.4447091044437494, 'ablation': 0.48901945487977005, 'groove': 0.5218290188636188, 'fracture': 0.4815925417749912}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8119.png,good,groove,background,0.4280613550240655,True,"{'breakdown': 0.33309578140215096, 'ablation': 0.35904932798249795, 'groove': 0.40467384025863423, 'fracture': 0.3673287660726429}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7766.png,good,ablation,background,0.47411596832958136,True,"{'breakdown': 0.2766536579224363, 'ablation': 0.31617429362306876, 'groove': 0.30180650173847834, 'fracture': 0.28868327887793466}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7799.png,good,groove,background,0.5514421846783433,True,"{'breakdown': 0.4724578343292872, 'ablation': 0.5248612929504376, 'groove': 0.5442177167177406, 'fracture': 0.5067777780802866}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7798.png,good,groove,background,0.5426025634480229,True,"{'breakdown': 0.4586498322315068, 'ablation': 0.5066631926581825, 'groove': 0.5337697195011278, 'fracture': 0.49457673483871684}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7767.png,good,ablation,background,0.5729402978294325,True,"{'breakdown': 0.3882757911724241, 'ablation': 0.4396738698844523, 'groove': 0.43134338314852444, 'fracture': 0.40887333516099383}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7773.png,good,groove,background,0.5505740971593504,True,"{'breakdown': 0.4361898845390581, 'ablation': 0.487250418508797, 'groove': 0.49732518679285026, 'fracture': 0.4654285073560891}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8124.png,good,groove,background,0.5139642436261509,True,"{'breakdown': 0.394127507489216, 'ablation': 0.4292007343755247, 'groove': 0.4704886225205235, 'fracture': 0.4306480407650587}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8118.png,good,groove,background,0.5278927542853953,True,"{'breakdown': 0.4205732660371547, 'ablation': 0.4515106303110766, 'groove': 0.5144467582549966, 'fracture': 0.4654692840543834}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8132.png,good,groove,background,0.526809818527575,True,"{'breakdown': 0.41169706361154945, 'ablation': 0.44503694793907994, 'groove': 0.49775621666319086, 'fracture': 0.4528557889840735}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8126.png,good,groove,background,0.4428682405414718,True,"{'breakdown': 0.3444249031166462, 'ablation': 0.3687531601176222, 'groove': 0.42322546815719947, 'fracture': 0.3821121298751716}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7759.png,good,groove,background,0.4703530475742441,True,"{'breakdown': 0.34053809326326273, 'ablation': 0.3742224502617218, 'groove': 0.4000636274528455, 'fracture': 0.3690068270061066}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7765.png,good,ablation,background,0.41754338681699116,True,"{'breakdown': 0.2562770680944992, 'ablation': 0.2903500490849447, 'groove': 0.2844203109652846, 'fracture': 0.2697368799022661}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7771.png,good,ablation,background,0.6563420808183209,True,"{'breakdown': 0.6138508428301659, 'ablation': 0.7015555699779068, 'groove': 0.6696330338499933, 'fracture': 0.6405292820135615}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7770.png,good,groove,background,0.5132445829864904,True,"{'breakdown': 0.35695958972500613, 'ablation': 0.3892157201263336, 'groove': 0.42518319158611034, 'fracture': 0.38958826887596903}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7764.png,good,ablation,background,0.5671662551104115,True,"{'breakdown': 0.395548897014793, 'ablation': 0.4454703162695267, 'groove': 0.44408033189749885, 'fracture': 0.4187595832630436}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7758.png,good,groove,background,0.5256197751546652,True,"{'breakdown': 0.40185308622178145, 'ablation': 0.45120180664362747, 'groove': 0.45377028767890487, 'fracture': 0.42668305213605784}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8127.png,good,groove,background,0.4731203584073037,True,"{'breakdown': 0.3555567498960159, 'ablation': 0.3813961985933218, 'groove': 0.4355202568906192, 'fracture': 0.39380016628473913}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8137.png,good,groove,background,0.4427234832787002,True,"{'breakdown': 0.34214299135004855, 'ablation': 0.3669726621716032, 'groove': 0.41915652572709816, 'fracture': 0.378975551269507}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8123.png,good,groove,background,0.5835556595926179,True,"{'breakdown': 0.4475374159697561, 'ablation': 0.4863637316701387, 'groove': 0.5361553281671189, 'fracture': 0.4899198957163209}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7760.png,good,ablation,background,0.5307173052543304,True,"{'breakdown': 0.4252995934675076, 'ablation': 0.4821931740004265, 'groove': 0.47133897371102884, 'fracture': 0.4473184274970177}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7774.png,good,groove,background,0.5173789162496706,True,"{'breakdown': 0.4234681179293504, 'ablation': 0.4729028433540679, 'groove': 0.4830811395473808, 'fracture': 0.45197869348579967}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7748.png,good,groove,background,0.4436893127257658,True,"{'breakdown': 0.35335354914064004, 'ablation': 0.3877714312185282, 'groove': 0.41613888304308627, 'fracture': 0.3833813175287665}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7749.png,good,groove,background,0.4267470380116555,True,"{'breakdown': 0.33158484243016517, 'ablation': 0.3595977176872353, 'groove': 0.39868202327763685, 'fracture': 0.3636747984876516}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7775.png,good,groove,background,0.5176408284550269,True,"{'breakdown': 0.4410935749155018, 'ablation': 0.48945478925960983, 'groove': 0.509165283864205, 'fracture': 0.4736496096300989}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8122.png,good,groove,background,0.5354404863305054,True,"{'breakdown': 0.39406995233262804, 'ablation': 0.423435737043881, 'groove': 0.4813061641866462, 'fracture': 0.43579161887150625}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8136.png,good,groove,background,0.46042077018459215,True,"{'breakdown': 0.34185573293801647, 'ablation': 0.37046976997928316, 'groove': 0.41154011056396783, 'fracture': 0.375183043976515}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8120.png,good,normal,background,0.33957978970848146,False,
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8134.png,good,groove,background,0.468968159069615,True,"{'breakdown': 0.3449144930731219, 'ablation': 0.37671730011890797, 'groove': 0.40962349528502906, 'fracture': 0.3758622767396862}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7763.png,good,groove,background,0.5925858456281807,True,"{'breakdown': 0.3918532277595109, 'ablation': 0.43697864147104115, 'groove': 0.44819679349550257, 'fracture': 0.4188001505028113}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7788.png,good,groove,background,0.5826459954572951,True,"{'breakdown': 0.5308472513803267, 'ablation': 0.5925974709976342, 'groove': 0.6059958326128584, 'fracture': 0.5667878771871897}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7789.png,good,ablation,background,0.6992231842181251,True,"{'breakdown': 0.6346729898556541, 'ablation': 0.7163161247661761, 'groove': 0.7095990013376221, 'fracture': 0.6705071692600736}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7762.png,good,groove,background,0.40434443271458265,True,"{'breakdown': 0.26046669721214083, 'ablation': 0.2869139662360848, 'groove': 0.3046916189708445, 'fracture': 0.28161774674891216}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_7776.png,good,groove,background,0.43466845118328384,True,"{'breakdown': 0.3336274569679218, 'ablation': 0.3636049613463973, 'groove': 0.39771675114280375, 'fracture': 0.36427885852982184}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/background/IMG_8121.png,good,normal,background,0.3250741549620093,False,
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7974.png,good,groove,illumination,0.44219835534137863,True,"{'breakdown': 0.24711364955357276, 'ablation': 0.27521180979663773, 'groove': 0.28333121619992957, 'fracture': 0.26443509447139557}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7961.png,good,groove,illumination,0.4996047663953727,True,"{'breakdown': 0.31466274277332085, 'ablation': 0.34747237024799643, 'groove': 0.36644899678469317, 'fracture': 0.339430081648325}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7975.png,good,groove,illumination,0.48745138358979717,True,"{'breakdown': 0.36459880803487343, 'ablation': 0.39325487116724395, 'groove': 0.44247316315848345, 'fracture': 0.40184306483312165}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7963.png,good,groove,illumination,0.42007540545679734,True,"{'breakdown': 0.24333798831179684, 'ablation': 0.2643580189419544, 'groove': 0.29169538013124047, 'fracture': 0.2664654365732699}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7977.png,good,groove,illumination,0.5210690400572258,True,"{'breakdown': 0.3460072936932837, 'ablation': 0.3761050640564773, 'groove': 0.41436874797929013, 'fracture': 0.37870190226485195}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7976.png,good,groove,illumination,0.48222267701798777,True,"{'breakdown': 0.3167896944192408, 'ablation': 0.3478657847171033, 'groove': 0.372658865457591, 'fracture': 0.34350973274193}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7962.png,good,groove,illumination,0.43058327998114293,True,"{'breakdown': 0.2684868691513394, 'ablation': 0.28221706431508636, 'groove': 0.33990626716649136, 'fracture': 0.30264397254989034}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7966.png,good,groove,illumination,0.4533382355574046,True,"{'breakdown': 0.28791259017870874, 'ablation': 0.3077531457960456, 'groove': 0.35473065315605046, 'fracture': 0.31986905508091557}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7972.png,good,groove,illumination,0.5269966893884687,True,"{'breakdown': 0.3594540955432341, 'ablation': 0.39180161470518976, 'groove': 0.4284103209770397, 'fracture': 0.3924331598811411}"
/Users/prashantronad/Documents/College/5thsemEL/AeBAD/AeBAD_S/test/good/illumination/IMG_7973.png,good,ablation,illumination,0.5010736378717658,True,"{'breakdown': 0.30877912628293425, 'ablation': 0.35275450574826805, 'groove': 0.33710944777018226, 'fracture': 0.32232841047248767}"
